Index,SongName,Artist,Genre,ID,Length,Explicit,PercentRating
2853,California Soul,The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",6pyfy3LoAtJ9lNWN98W9DA,191960,FALSE,15
2854,California Sun,Joe Jones,"['broken beat', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",1s3xxv90ePPJwJnq4iDcvQ,141800,FALSE,12
2855,California Sun,The Rivieras,"['classic garage rock', 'doo-wop', 'surf music']",6qpTh8eRZ4wPycoRZvbWnd,146133,FALSE,46
2856,California,Debby Boone,"['bubblegum pop']",7qaZbn35h88YLeeloJ2Utq,204528,FALSE,20
2857,Californication,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",48UPSzbZjgc449aqz8bxox,329733,FALSE,82
2858,Call Casting,Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",0jOfl1nZf6sVBTG08Q4brn,232705,TRUE,57
2859,Call It Love,Poco,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']",2pFLsd3LCZAxhBzkbql331,257426,FALSE,46
2860,Call It Poison,The Escape Club,"[]",3lxGEScEFa9EndItaMZW2O,294426,FALSE,5
2861,Call It Rock N' Roll,Great White,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1ZfshM94UfQGv83n14eeUd,237493,FALSE,41
2862,Call It What You Want,Taylor Swift,"['pop', 'post-teen pop']",1GwMQaZz6Au3QLDbjbMdme,203506,FALSE,66
2863,Call Me (Come Back Home),Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",2THyR0on3DrsfXBtRrLZgK,184906,FALSE,45
2864,Call Me Irresponsible,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",0oeM1wuV8lRBJQg3Emvg9c,175586,FALSE,40
2865,Call Me Irresponsible,Jack Jones,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1l90dM1PU5YvAoNxxTHlCB,193800,FALSE,20
2866,Call Me Lightning,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",7DwHL5o6nscK81sYJrbDbO,145194,FALSE,21
2867,Call Me Maybe,Carly Rae Jepsen,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",3TGRqZ0a2l1LRblBkJoaDx,193400,FALSE,70
2868,Call Me Up In Dreamland,Van Morrison,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",2HEuKwtgWSM9G8cQwAGDvy,235040,FALSE,26
2869,Call Me When You're Sober,Evanescence,"['alternative metal', 'post-grunge']",663Karu2rvKLdnY0eo1n3M,214706,FALSE,67
2870,Call Me,Blondie,"['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",7HKxTNVlkHsfMLhigmhC0I,212226,FALSE,66
2871,Call Me,Chris Montez,"['adult standards', 'brill building pop', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",6Jk6pyFWwJVyjPuisLVhWX,158613,FALSE,35
2872,Call Me,Dennis DeYoung,"['soft rock']",5icgnsjQiYwiEq8i0YoGM5,285600,FALSE,15
2873,Call Me,Go West,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",5OtK7MJ1VE80m60X1OSR4h,252973,FALSE,52
2874,Call Me,Johnny Mathis,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold', 'vocal jazz']",67j5dFhlLv10REcTogd17o,167026,FALSE,8
2875,Call Me,Le Click,"['eurodance', 'hip house']",2AKg3zhbkuVTd0LPOVNYSr,218946,FALSE,30
2876,Call Me,Skyy,"['deep disco', 'disco', 'electro', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",5wQ4djiNq19XCQY7Z00uG0,382333,FALSE,44
2877,Call Me,Tweet,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",2aBEchhqPDgnvjPhCgzHSx,177373,FALSE,49
2878,"Call My Name, I'll Be There",Wilson Pickett,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",0UJFPOVFlNYtixC0eZT1Oh,137800,FALSE,13
2879,Call My Name,Prince,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",1NtMkOgf5U9YMaXyuEIRn2,315773,FALSE,40
2880,Call On Me,Bobby Bland,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",5qWBtO9GKjhUumKyQdHsMW,152293,FALSE,23
2881,Call On Me,Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5BCPL5mWm6UqI4atl18kVm,242653,FALSE,40
2882,Call On Me,Janet & Nelly,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1G32fy7VMCDLl92iGXvBEm,204266,FALSE,55
2883,Call On Me,Starley,"['aussietronica']",2L6orAlH8tBhiFTumIfMyF,222040,FALSE,69
2884,Call Out My Name,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",09mEdoA6zrmBPgTEN5qXmN,228373,FALSE,82
2885,Call The Coroner,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1WlU4jsJ8AoTB96dgd8LJA,131755,TRUE,56
2886,Call To The Heart,Giuffria,"[]",2p532gxFnGzyW1C3Khmoxs,279506,FALSE,33
2887,Call You Mine,The Chainsmokers & Bebe Rexha,"['edm', 'electropop', 'pop', 'tropical house']",2oejEp50ZzPuQTQ6v54Evp,217640,FALSE,82
2888,Call You Mine,The Chainsmokers & Bebe Rexha,"['electropop', 'pop', 'tropical house']",2oejEp50ZzPuQTQ6v54Evp,217640,FALSE,81
2889,Callaita,Bad Bunny & Tainy,"['latin', 'reggaeton', 'trap latino']",2TH65lNHgvLxCKXM3apjxI,250533,TRUE,91
2890,Callaita,Bad Bunny & Tainy,"['latin', 'reggaeton', 'trap latino']",2TH65lNHgvLxCKXM3apjxI,250533,TRUE,92
2891,Called Out In The Dark,Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",4BBt0kc625eUAdG2XpWPHm,241933,FALSE,46
2892,Callin' Doctor Casey,John D. Loudermilk,"['rock-and-roll']",2b29IX7VUkChXruI3pHKnc,156960,FALSE,8
2893,Callin' Me,Lil' Zane Featuring 112,"[]",0io6VQqmCT8Yz1faAqBUFh,257306,TRUE,39
2894,Calling All Angels,Train,"['neo mellow', 'pop', 'pop rock']",0E29BKKGCJHcb7b9oIWgGB,242200,FALSE,59
2895,Calling All Girls,Queen,"['glam rock', 'rock']",6YREj4suOUGfiKgx7aWph2,231853,FALSE,26
2896,Calling All The Monsters,China Anne McClain,"['disney', 'post-teen pop', 'social media pop']",0QTUoI90fBFdKkd4h8fsOu,206506,FALSE,57
2897,Calling America,Electric Light Orchestra,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",72eXfQYeBW1KsZEZ4fMnxP,210533,FALSE,48
2898,Calling Dr. Love,KISS,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",7xD7MvjAdZkx1YICschIuI,224666,FALSE,53
2899,Calling It Love,Animotion,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",5F1WAoH2noz4YVEQTCsiHz,290306,FALSE,7
2900,Calling My Spirit,Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2MShy1GSSgbmGUxADNIao5,152000,TRUE,77
2901,Calling Occupants Of Interplanetary Craft,Carpenters,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",3CrFr7JnfUHJYX5I49e9TV,425893,FALSE,42
2902,Calm Down,Busta Rhymes Featuring Eminem,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",72DuDVv06ZtKDceAlq40f2,355666,TRUE,56
2903,Came Here To Forget,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']",54OyGgExbt4NYv3WzdMsot,221666,FALSE,48
2904,Camelot,NLE Choppa,"['memphis hip hop']",4sWuPniHClkInYAnzXAYUF,148759,TRUE,86
2905,Camouflage,Brad Paisley,"['contemporary country', 'country', 'country road']",6hVgzcyMmjNKaJn5VRZX3H,266146,FALSE,44
2906,Campfire Girls,Billy Joe Royal,"['brill building pop', 'bubblegum pop', 'merseybeat', 'swamp pop']",4B19PdOVRx9jPrf3YZSx4l,131520,FALSE,0
2907,Can I Change My Mind,Tyrone Davis,"['chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0zyyaMpWRZNSx2GqAMFKX3,177733,FALSE,39
2908,Can I Get A Witness,Lee Michaels,"['hammond organ']",13glZTGfrgtr0Anp7FQd0R,184146,FALSE,11
2909,Can I Get A Witness,Marvin Gaye,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",35AePShKeTqklvVwyuJx1P,166933,FALSE,36
2910,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",4LGMSdeKOUoy5Wf75Je0Hl,309773,TRUE,57
2911,Can I Get To Know You Better,The Turtles,"['brill building pop', 'bubblegum pop', 'folk rock', 'psychedelic rock']",4SGAlTbZ5Y6GeNuRGWW6KV,159026,FALSE,22
2912,Can I Have It Like That,Pharrell Featuring Gwen Stefani,"['dance pop', 'pop', 'pop rap']",73Ijn0pKw1YJVP4OO4jUl7,235360,TRUE,49
2913,Can I Stay With You,Karyn White,"['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",7LcBP7lQSp9BojdqulANFE,338666,FALSE,37
2914,Can I Trust You?,The Bachelors,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",3rGQZbNH41FZEwkxfAY0nf,161840,FALSE,15
2915,Can The Can,Suzi Quatro,"['classic uk pop', 'glam rock', 'soft rock']",6K0kK40E7PA2i9LsGmVCfK,214400,FALSE,48
2916,Can This Be Real,Natural Four,"['classic soul']",0H4tjVFyQTABUyYhmy0wsU,208040,FALSE,32
2917,Can U Believe,Robin Thicke,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",6bTORCskFVRlnHXbVgnKEe,291960,FALSE,42
2918,Can U Get Wit It,Usher,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5oDDFHXz3YfhkmyPeOuFxV,295600,FALSE,33
2919,Can We Still Be Friends,Robert Palmer,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",1Rgvh8FujfYrghalBtAQ9n,219333,FALSE,40
2920,Can We Still Be Friends,Todd Rundgren,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",5MRIlJbi80rdC8mHUh5bpk,217693,FALSE,46
2921,Can We Talk,Tevin Campbell,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",6a5jHgwqYMk9wlYJYfs3c9,284586,FALSE,67
2922,Can You Do It,Grand Funk Railroad,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",2Fns5n1hiCpoSO7iI8pyo1,197693,FALSE,13
2923,Can You Do It,The Contours,"['brill building pop', 'motown', 'northern soul']",6g0ndHejSrzJ0CX43RqSq5,138346,FALSE,10
2924,Can You Feel It,The Jacksons,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",4qv7YSyt5UV8LvrXyE8sGn,230773,FALSE,62
2925,Can You Feel Me,Dru Down,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",2NxgsA7eJXj8sBSsoKP3OT,252493,TRUE,42
2926,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,"['glam rock', 'mellow gold', 'piano rock']",0EANX0OVKSCcmarY50Xa4p,241013,FALSE,60
2927,Can You Fool,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']",6RYakuaZ2EuPpZnqOWSjYW,191520,FALSE,12
2928,Can You Get To That,Funkadelic,"['funk', 'funk rock', 'p funk', 'psychedelic rock', 'soul']",6QUngYwZ65et2ye7Bj85EK,171560,FALSE,62
2929,Can You Handle It?,Graham Central Station,"['funk']",2d3OqQ1qTAzC2MRuxPAJlH,310466,FALSE,20
2930,Can You Jerk Like Me,The Contours,"['brill building pop', 'motown', 'northern soul']",2HwrXACzxpTTFRbYVtOoyg,149293,FALSE,6
2931,Can You Please Crawl Out Your Window?,Bob Dylan,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",7DXnuhBeO4DkNc75w0x3Rs,243280,FALSE,23
2932,Can You Read My Mind,Maureen McGovern,"['bubblegum pop']",1dn3JoBbd7PYWwwTtlMPVk,200933,FALSE,26
2933,Can You Stand The Rain,New Edition,"['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",1vbe9sh7U9vdMceAhitWr2,297706,FALSE,62
2934,Can You Stop The Rain,Peabo Bryson,"['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",1wdRUG6k5CmmMhcaD2fy4k,334773,FALSE,39
2935,Can Your Monkey Do The Dog,Rufus Thomas,"['classic soul', 'funk', 'memphis blues', 'memphis soul', 'rhythm and blues', 'soul', 'southern soul']",5EVWX6bTzP8YKsXex3mee6,148039,FALSE,22
2936,Can't Be Broken,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",5cGpjfgAvidLy6znwkCxkP,193243,TRUE,65
2937,Can't Be Friends,Trey Songz,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",0H6fDB7YaMZe1rXCmATx9l,220373,FALSE,59
2938,Can't Be Really Gone,Tim McGraw,"['contemporary country', 'country', 'country road']",4wukaKw7eil3RZuV6zpGeJ,201133,FALSE,33
2939,Can't Be Tamed,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",2r6DdaSbkbwoPzuK6NjLPn,168213,FALSE,62
2940,Can't Believe It,T-Pain Featuring Lil Wayne,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",3xQCXDHNJXSVxECjTJCHFu,273826,FALSE,57
2941,Can't Believe,Faith Evans Featuring Carl Thomas,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2423gyT9B3zNqC9ZD8QfSu,300160,FALSE,49
2942,Can't Buy Me Love,The Beatles,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",3SdingSsFcZDZAyvcJbgAw,131866,FALSE,66
2943,Can't Change My Heart,Cate Bros.,,3GiLhGHgdNsBdyDdwt1gek,168120,FALSE,4
2944,Can't Cry Anymore,Sheryl Crow,"['folk', 'lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",2gLvsQQ2mA1HeRF30Epg3E,221840,FALSE,37
2945,Can't Cry Hard Enough,The Williams Brothers,"['contemporary gospel', 'gospel']",4c8jWog32ctnWEuonvOy7j,191960,FALSE,47
2946,Can't Deny It,Fabolous Featuring Nate Dogg,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap']",7K4Aq4awgYvDKEJdEvvl4j,306440,TRUE,52
2947,Can't Die,Juice WRLD,"['chicago rap', 'melodic rap']",4PPLJAEYBSOcnzr9TZoqf9,182922,TRUE,73
2948,Can't Explain,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",3PSUg0M68bXMb8vQJIPMZO,181341,TRUE,52
2949,Can't Feel My Face,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",22VdIZQfgXJea34mQxlt81,213520,FALSE,81
2950,Can't Fight The Moonlight,LeAnn Rimes,"['country', 'country dawn', 'dance pop', 'pop rock']",2AogRMqARWyUP7VQ3gmSoY,215506,FALSE,63
2951,Can't Fight This Feeling,REO Speedwagon,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",5WwqdeavrQrbeAMDxGawse,294773,FALSE,74
2952,Can't Find The Time,Orpheus,"['chamber orchestra', 'classical organ', 'classical performance']",5e6X8odyjARbtQM4j9nE2z,202506,FALSE,21
2953,Can't Forget You,Gloria Estefan,"['dance pop', 'latin pop', 'new wave pop', 'soft rock']",10gSqWsX6e6pVplEG2ovYt,254173,FALSE,14
2954,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,"['chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",78WAUYG6MhoZxSARsK7mXy,115200,FALSE,15
2955,"Can't Get Enough Of Your Love, Babe",Barry White,"['adult standards', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",3mWpUEBYnv9SIFWfixSJFx,274000,FALSE,67
2956,Can't Get Enough Of Your Love,Taylor Dayne,"['freestyle', 'hi-nrg', 'new wave pop', 'soft rock']",39owLj3gqY7XN41PC1WO6Q,265893,FALSE,38
2957,Can't Get Enough,Bad Company,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",6n5lHdpuBDdA7pYDpiKzEI,256360,FALSE,57
2958,Can't Get Enough,J. Cole Featuring Trey Songz,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",3mTpegrOwRn0oJjv4TSbEE,225960,FALSE,67
2959,Can't Get Enough,Willie Max Featuring Raphael Saadiq,"[]",4jVPSMp2lwJBZ7vFsfERX8,279466,FALSE,12
2960,Can't Get Enuff,Winger,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",1dkVHFWmHSkbVmc5MG6shA,226344,FALSE,11
2961,Can't Get It Out Of My Head,Electric Light Orchestra,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",1f94GhohgeVq9SNwyFI691,261466,FALSE,52
2962,Can't Get Used To Losing You,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",41zpWL98BsYKP5nvtdTM5z,142000,FALSE,46
2963,Can't Get You Off My Mind,Lenny Kravitz,"['permanent wave', 'pop rock', 'rock']",7bk6iZ5dsrMySXB0aVFYXO,274000,FALSE,59
2964,Can't Get You Out Of My Head,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",3E7ZwUMJFqpsDOJzEkBrQ7,230640,FALSE,72
2965,Can't Get You Out Of My Mind,Lil Suzy,"['freestyle']",0dgVkWzPFSmEZbfPPcVsmo,216066,FALSE,15
2966,Can't Give You Anything (but My Love),The Stylistics,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']",21kTu7qodkjvdHJyOCYJra,201572,FALSE,34
2967,Can't Go For That,Tamia,"['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0kyvUS4lUq0UBhVTnJNkgo,226333,FALSE,20
2968,Can't Have Everything,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5f5r2N4Lp9WoULWPH9zp2W,228437,TRUE,61
2969,Can't Help But Love You,The Standells,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",7vkbGmcK2YEdsut8IrvFf3,172200,FALSE,4
2970,Can't Help But Wait,Trey Songz,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",5k3VjTwIsOjQ2woGz3Yx71,206413,FALSE,64
2971,Can't Help Falling In Love,Al Martino,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",7jpdW7yH8Q1zdWL4W96jxf,141266,FALSE,9
2972,Can't Help Falling In Love,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",0qYIt9sV6H9DaORhyfQb1n,191866,FALSE,22
2973,Can't Help Falling In Love,Corey Hart,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",5lyPSebYA8ObxGhTHg5xOT,207893,FALSE,26
2974,Can't Help Falling In Love,Elvis Presley With The Jordanaires,,3WjvOjzfkbaoAqshjIAtsp,180160,FALSE,19
2975,Can't Help Myself,Gerald Levert,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",36YYX5u0EFbAwwhA2YXZxd,323680,FALSE,33
2976,Can't Hide Love,"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",6hsQO3hz648zS7t2QyUpfz,250586,FALSE,54
2977,Can't Hold Back (Your Loving),Kano,"['grime', 'uk alternative hip hop', 'uk hip hop']",0ukyc3KJiRiuyWZh7W4Efl,285695,FALSE,26
2978,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0cv1Mnb47oMvjVKMc2cyZw,255266,FALSE,62
2979,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,"['pop rap']",3bidbhpOYeV4knp8AIu8Xn,258342,FALSE,83
2980,Can't Keep A Good Man Down,Eddie Money,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",1ZLIVtsCbQ8zTPpvs8ekQz,217893,FALSE,22
2981,Can't Knock The Hustle,JAY-Z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",05Iawel3maRW3mSHYmXxMZ,317800,TRUE,56
2982,Can't Leave 'Em Alone,Ciara Featuring 50 Cent,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",78CTv7ypHvXQlEjXYst2n9,244760,FALSE,64
2983,Can't Leave Without It,21 Savage,"['atl hip hop', 'pop rap', 'rap', 'trap']",0hPLZrnDgtKxrym1BHjDhd,205351,TRUE,73
2984,Can't Let Go,Anthony Hamilton,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",4mBy2d5IY5rQkidZBKXxfT,232533,FALSE,51
2985,Can't Let Go,Laurnea,"[]",3DNspkM6e39SyZmJNb0Mqc,248360,FALSE,10
2986,Can't Let Go,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0ikbcCJIJaY9sKEivAXJ4I,266560,FALSE,52
2987,Can't Let Go,Stephen Stills,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",6Yn8CbO3mPdWSe6EGixsfw,251493,FALSE,6
2988,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap']",6lrRIfQDcikJ5y5DtyZPuJ,223973,TRUE,64
2989,Can't Let You Out Of My Sight,Chuck Jackson & Maxine Brown,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",114mpBe63wliCxik7TKcw6,137386,FALSE,0
2990,Can't Nobody Love You,Solomon Burke,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",1ovGm2RHnWlTmbbtIxd2f8,153960,FALSE,52
2991,Can't Nobody,Kelly Rowland,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",4marxoTuxIgb1GhtoouMSc,244133,FALSE,39
2992,Can't Put A Price On Love,The Knack,"['album rock', 'power pop']",59sjoZaoVRYCJVBQjrctm6,282533,FALSE,18
2993,Can't Raise A Man,K. Michelle,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",0vvKyFjX1hzSwpNtVwnJ2H,208040,FALSE,56
2994,Can't Remember To Forget You,Shakira Featuring Rihanna,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",2Sh4sAOfnSHEVKFyysxzat,206866,FALSE,64
2995,Can't Satisfy,The Impressions,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",6IcUdlgT1l2XwSYGFkx5YY,156133,FALSE,28
2996,Can't Say Nothin',Curtis Mayfield,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",0w3FFyoLff7Z39YhOxBz0J,317426,FALSE,18
2997,Can't Say,Travis Scott,"['rap']",27a1mYSG5tYg7dmEjWBcmL,198408,TRUE,80
2998,Can't Seem To Make You Mine,The Seeds,"['permanent wave']",6nnSkEpzo8PmHsOlSopoO6,185480,FALSE,51
2999,Can't Shake Loose,Agnetha Faltskog,"['classic swedish pop', 'europop', 'new wave pop', 'swedish pop']",0DHwCUskcTryvxVBL4qW52,263240,FALSE,22
3000,Can't Shake You,Gloriana,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1lNl7zRexUwxQ20OKONF3A,266973,FALSE,46
3001,Can't Sleep Love,Pentatonix,"['a cappella']",1klGbW5a9qTBFUjFfddbmU,173053,FALSE,64
3002,Can't Sleep,Rockets,"['dance rock', 'dream pop', 'gothic rock', 'industrial rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']",30TIB8wI5s59V5Cpu3wPeC,175884,FALSE,15
3003,Can't Smile Without You,Barry Manilow,"['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",7qUTZEf6bgiApJEXpMAH5y,193440,FALSE,63
3004,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,"['dance pop', 'latin pop', 'new wave pop', 'soft rock']",3JeTD3IfCntCx3nLSAv56U,235760,FALSE,44
3005,Can't Stay,Dave Hollister,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2aJpRgyHYENSWWCHl1stQz,377400,FALSE,38
3006,Can't Stop Dancin',Becky G,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']",5NetSTs4dgiR6GLrZOQcwJ,198852,FALSE,57
3007,Can't Stop Dancin',Captain & Tennille,"['pop edm']",5HTiE3ZFpvEhfiof5ThGrX,230306,FALSE,9
